Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Business Analysis,Communication skills,Data Science,Troubleshooting skills,Graphics Designing,Role
Beginner,Intermediate,Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Networking Engineer
Beginner,Excellent,Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Networking Engineer
Average,Not Interested,Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Networking Engineer
Average,Poor,Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Networking Engineer
Average,Beginner,Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Networking Engineer
Average,Average,Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Networking Engineer
Average,Intermediate,Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Networking Engineer
Average,Excellent,Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Networking Engineer
Intermediate,Not Interested,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Networking Engineer
Intermediate,Poor,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Networking Engineer
Intermediate,Beginner,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Networking Engineer
Intermediate,Average,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Networking Engineer
Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Networking Engineer
Intermediate,Excellent,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Networking Engineer
Excellent,Not Interested,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Networking Engineer
Excellent,Poor,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Networking Engineer
Excellent,Beginner,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Networking Engineer
Excellent,Average,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Networking Engineer
Excellent,Intermediate,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Networking Engineer
Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Networking Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Networking Engineer
Not Interested,Not Interested,Poor,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Networking Engineer
Not Interested,Not Interested,Beginner,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Networking Engineer
Not Interested,Not Interested,Average,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Networking Engineer
Not Interested,Not Interested,Intermediate,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Networking Engineer
Not Interested,Not Interested,Excellent,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Networking Engineer
Poor,Poor,Not Interested,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Networking Engineer
Poor,Poor,Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Networking Engineer
Poor,Poor,Beginner,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Networking Engineer
Poor,Poor,Average,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Networking Engineer
Poor,Poor,Intermediate,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Networking Engineer
Poor,Poor,Excellent,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Networking Engineer
Beginner,Beginner,Not Interested,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Networking Engineer
Beginner,Beginner,Poor,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Networking Engineer
Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Networking Engineer
Beginner,Beginner,Average,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Networking Engineer
Beginner,Beginner,Intermediate,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Networking Engineer
Beginner,Beginner,Excellent,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Networking Engineer
Average,Average,Not Interested,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Networking Engineer
Average,Average,Poor,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Networking Engineer
Average,Average,Beginner,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Networking Engineer
Average,Average,Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Networking Engineer
Average,Average,Intermediate,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Networking Engineer
Average,Average,Excellent,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Networking Engineer
Intermediate,Intermediate,Not Interested,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Networking Engineer
Intermediate,Intermediate,Poor,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Networking Engineer
Intermediate,Intermediate,Beginner,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Networking Engineer
Intermediate,Intermediate,Average,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Networking Engineer
Intermediate,Intermediate,Intermediate,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Networking Engineer
Intermediate,Intermediate,Excellent,Intermediate,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Networking Engineer
Excellent,Excellent,Not Interested,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Networking Engineer
Excellent,Excellent,Poor,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Networking Engineer
Excellent,Excellent,Beginner,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Networking Engineer
Excellent,Excellent,Average,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Networking Engineer
Excellent,Excellent,Intermediate,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Networking Engineer
Excellent,Excellent,Excellent,Excellent,Professional,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Networking Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Networking Engineer
Not Interested,Not Interested,Not Interested,Poor,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Networking Engineer
Not Interested,Not Interested,Not Interested,Beginner,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Networking Engineer
Not Interested,Not Interested,Not Interested,Average,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Networking Engineer
Not Interested,Not Interested,Not Interested,Intermediate,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Networking Engineer
Not Interested,Not Interested,Not Interested,Excellent,Professional,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Networking Engineer
Poor,Poor,Poor,Not Interested,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Networking Engineer
Poor,Poor,Poor,Poor,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Networking Engineer
Poor,Poor,Poor,Beginner,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Networking Engineer
Poor,Poor,Poor,Average,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Networking Engineer
Poor,Poor,Poor,Intermediate,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Networking Engineer
Poor,Poor,Poor,Excellent,Professional,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Networking Engineer
Beginner,Beginner,Beginner,Not Interested,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Networking Engineer
Beginner,Beginner,Beginner,Poor,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Networking Engineer
Beginner,Beginner,Beginner,Beginner,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Networking Engineer
Beginner,Beginner,Beginner,Average,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Networking Engineer
Beginner,Beginner,Beginner,Intermediate,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Networking Engineer
Beginner,Beginner,Beginner,Excellent,Professional,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Beginner,Networking Engineer
Average,Average,Average,Not Interested,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Networking Engineer
Average,Average,Average,Poor,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Networking Engineer
Average,Average,Average,Beginner,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Networking Engineer
Average,Average,Average,Average,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Networking Engineer
Average,Average,Average,Intermediate,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Networking Engineer
Average,Average,Average,Excellent,Professional,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Networking Engineer
Intermediate,Intermediate,Intermediate,Not Interested,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Networking Engineer
Intermediate,Intermediate,Intermediate,Poor,Professional,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Intermediate,Networking Engineer
